INFO api_views.views 152 2025-04-21 19:45:54,425 /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py admin create a new post at 2025-04-21 14:15:54.425080+00:00
INFO api_views.views 152 2025-04-21 19:45:55,856 /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py admin create a new post at 2025-04-21 14:15:55.856680+00:00
INFO api_views.views 152 2025-04-21 19:46:34,151 /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py admin create a new post at 2025-04-21 14:16:34.151102+00:00
INFO api_views.views 152 2025-04-21 19:46:35,263 /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py admin create a new post at 2025-04-21 14:16:35.263209+00:00
INFO api_views.views 152 2025-04-21 19:46:36,031 /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py admin create a new post at 2025-04-21 14:16:36.031062+00:00
INFO api_views.views 152 2025-04-22 11:10:58,748 /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py jay create a new post at 2025-04-22 05:40:58.748240+00:00
INFO api_views.views 152 2025-04-22 11:10:59,587 /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py jay create a new post at 2025-04-22 05:40:59.587660+00:00
INFO api_views.views 152 2025-04-22 11:11:27,660 /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py jay create a new post at 2025-04-22 05:41:27.660246+00:00
INFO api_views.views 152 2025-04-22 11:11:28,171 /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py jay create a new post at 2025-04-22 05:41:28.171044+00:00
INFO api_views.views 152 2025-04-22 11:11:28,675 /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py jay create a new post at 2025-04-22 05:41:28.675212+00:00
INFO api_views.views 152 "2025-04-29 11:12:14,684" /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py vishwas create a new post at 2025-04-29 05:42:14.684364+00:00
INFO api_views.views 152 "2025-04-29 11:12:16,420" /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py vishwas create a new post at 2025-04-29 05:42:16.420135+00:00
INFO api_views.views 152 "2025-04-29 11:12:42,139" /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py  create a new post at 2025-04-29 05:42:42.139801+00:00
INFO api_views.views 152 "2025-04-29 11:12:42,699" /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py  create a new post at 2025-04-29 05:42:42.699645+00:00
INFO api_views.views 152 "2025-04-29 11:12:43,283" /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py  create a new post at 2025-04-29 05:42:43.283832+00:00
INFO api_views.views 152 "2025-04-29 11:14:02,779" /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py  create a new post at 2025-04-29 05:44:02.779071+00:00
INFO api_views.views 258 "2025-04-29 11:14:33,847" /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views post views.py New user with username:aman created successfully at 2025-04-29 05:44:33.847344+00:00 with API
INFO api_views.views 258 "2025-05-02 16:12:33,657" /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views post views.py New user with username:hardik created successfully at 2025-05-02 10:42:33.657329+00:00 with API
INFO api_views.views 152 "2025-05-02 16:13:39,620" /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py hardik create a new post at 2025-05-02 10:43:39.620523+00:00
INFO api_views.views 152 "2025-05-02 16:13:40,988" /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py hardik create a new post at 2025-05-02 10:43:40.988863+00:00
INFO api_views.views 152 "2025-05-02 16:13:54,269" /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py hardik create a new post at 2025-05-02 10:43:54.269097+00:00
INFO api_views.views 152 "2025-05-02 16:13:54,916" /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py hardik create a new post at 2025-05-02 10:43:54.916591+00:00
INFO api_views.views 152 "2025-05-02 16:14:32,236" /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py hardik create a new post at 2025-05-02 10:44:32.236756+00:00
INFO api_views.views 152 "2025-05-02 16:14:32,747" /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py hardik create a new post at 2025-05-02 10:44:32.747888+00:00
INFO api_views.views 152 "2025-05-02 16:14:56,748" /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py hardik create a new post at 2025-05-02 10:44:56.748067+00:00
INFO api_views.views 152 "2025-05-02 16:14:57,619" /home/thoughtwin/vijay/facebook/my_project/my_project/apps/api_views/views.py views has_permission views.py hardik create a new post at 2025-05-02 10:44:57.619794+00:00
